时间,粉丝数,上涨数量(距上次),上涨率(距上次),上涨数量(距第一次),上涨率(距第一次)
Fri Jan 24 2020 05:55:33 GMT+0800 (中国标准时间),2706595,58,0.00002142913882572014,2197125,0.8117671834906959
Fri Jan 24 2020 05:45:32 GMT+0800 (中国标准时间),2706537,56,0.0000206906463868774,2197067,0.8117631497370995
Fri Jan 24 2020 05:35:32 GMT+0800 (中国标准时间),2706481,102,0.00003768731426527657,2197011,0.8117592549144073
Fri Jan 24 2020 05:25:32 GMT+0800 (中国标准时间),2706379,117,0.00004323119563076716,2196909,0.811752160358915
Fri Jan 24 2020 05:15:31 GMT+0800 (中国标准时间),2706262,126,0.00004655868500536903,2196792,0.811744021827894
Fri Jan 24 2020 05:05:31 GMT+0800 (中国标准时间),2706136,114,0.0000421264858824538,2196666,0.8117352564690022
Fri Jan 24 2020 04:55:31 GMT+0800 (中国标准时间),2706022,135,0.00004988872965556082,2196552,0.8117273252028254
Fri Jan 24 2020 04:45:31 GMT+0800 (中国标准时间),2705887,143,0.000052847735326715415,2196417,0.8117179320496385
Fri Jan 24 2020 04:35:30 GMT+0800 (中国标准时间),2705744,163,0.00006024221064520517,2196274,0.811707981242867
Fri Jan 24 2020 04:25:30 GMT+0800 (中国标准时间),2705581,152,0.000056180169804563233,2196111,0.811696637432034
Fri Jan 24 2020 04:15:30 GMT+0800 (中国标准时间),2705429,158,0.000058401089069423,2195959,0.8116860579227916
Fri Jan 24 2020 04:05:29 GMT+0800 (中国标准时间),2705271,160,0.00005914379742362226,2195801,0.8116750595411698
Fri Jan 24 2020 03:55:29 GMT+0800 (中国标准时间),2705111,261,0.00009648402597897092,2195641,0.8116639206302441
Fri Jan 24 2020 03:45:29 GMT+0800 (中国标准时间),2704850,204,0.00007542007874743516,2195380,0.811645747453648
Fri Jan 24 2020 03:35:28 GMT+0800 (中国标准时间),2704646,242,0.00008947566520720272,2195176,0.8116315406896134
Fri Jan 24 2020 03:25:28 GMT+0800 (中国标准时间),2704404,252,0.0000931813442074483,2194934,0.8116146847882195
Fri Jan 24 2020 03:15:28 GMT+0800 (中国标准时间),2704152,303,0.00011204991435392685,2194682,0.8115971291554617
Fri Jan 24 2020 03:05:27 GMT+0800 (中国标准时间),2703849,324,0.0001198291768512221,2194379,0.8115760162642218
Fri Jan 24 2020 02:55:27 GMT+0800 (中国标准时间),2703525,373,0.0001379680232289326,2194055,0.8115534348674416
Fri Jan 24 2020 02:45:27 GMT+0800 (中国标准时间),2703152,397,0.00014686558506513876,2193682,0.8115274316797576
Fri Jan 24 2020 02:35:27 GMT+0800 (中国标准时间),2702755,421,0.00015576698590882265,2193285,0.8114997474798863
Fri Jan 24 2020 02:25:26 GMT+0800 (中国标准时间),2702334,468,0.00017318362571021938,2192864,0.8114703807893473
Fri Jan 24 2020 02:15:26 GMT+0800 (中国标准时间),2701866,505,0.00018690786293620778,2192396,0.8114377248908717
Fri Jan 24 2020 02:05:26 GMT+0800 (中国标准时间),2701361,625,0.0002313648564556903,2191891,0.8114024745304311
Fri Jan 24 2020 01:55:25 GMT+0800 (中国标准时间),2700736,679,0.00025141294817412733,2191266,0.8113588295931183
Fri Jan 24 2020 01:45:25 GMT+0800 (中国标准时间),2700057,691,0.0002559205231593259,2190587,0.8113113908336009
Fri Jan 24 2020 01:35:25 GMT+0800 (中国标准时间),2699366,748,0.0002771021047164408,2189896,0.8112630891846456
Fri Jan 24 2020 01:25:24 GMT+0800 (中国标准时间),2698618,818,0.00030311811453121563,2189148,0.8112107752931316
Fri Jan 24 2020 01:15:24 GMT+0800 (中国标准时间),2697800,912,0.0003380532285566017,2188330,0.8111535325079695
Fri Jan 24 2020 01:05:24 GMT+0800 (中国标准时间),2696888,1015,0.00037635971534598394,2187418,0.8110896707612626
Fri Jan 24 2020 00:55:23 GMT+0800 (中国标准时间),2695873,1161,0.0004306582691395329,2186403,0.8110185457549373
Fri Jan 24 2020 00:45:23 GMT+0800 (中国标准时间),2694712,1279,0.0004746332817755664,2185242,0.8109371242641144
Fri Jan 24 2020 00:35:23 GMT+0800 (中国标准时间),2693433,1365,0.0005067881770216672,2183963,0.8108473461192464
Fri Jan 24 2020 00:25:22 GMT+0800 (中国标准时间),2692068,1460,0.0005423339975067495,2182598,0.8107514371850933
Fri Jan 24 2020 00:15:22 GMT+0800 (中国标准时间),2690608,1500,0.0005574948115816202,2181138,0.8106487455623413
Fri Jan 24 2020 00:05:21 GMT+0800 (中国标准时间),2689108,1542,0.0005734243474044182,2179638,0.8105431243371408
Thu Jan 23 2020 23:55:21 GMT+0800 (中国标准时间),2687566,1759,0.0006544955547138191,2178096,0.8104344228197559
Thu Jan 23 2020 23:45:21 GMT+0800 (中国标准时间),2685807,1792,0.0006672110095773821,2176337,0.8103102717358321
Thu Jan 23 2020 23:35:20 GMT+0800 (中国标准时间),2684015,1827,0.0006806966429025173,2174545,0.8101836241600736
Thu Jan 23 2020 23:25:20 GMT+0800 (中国标准时间),2682188,1893,0.0007057670826951727,2172718,0.8100543287793398
Thu Jan 23 2020 23:15:20 GMT+0800 (中国标准时间),2680295,1654,0.0006170962524647474,2170825,0.809920176696968
Thu Jan 23 2020 23:05:19 GMT+0800 (中国标准时间),2678641,1560,0.0005823848735235517,2169171,0.8098028067217667
Thu Jan 23 2020 22:55:19 GMT+0800 (中国标准时间),2677081,1545,0.0005771211255841717,2167611,0.8096919742062343
Thu Jan 23 2020 22:45:18 GMT+0800 (中国标准时间),2675536,1371,0.0005124206887890875,2166066,0.8095820800019137
Thu Jan 23 2020 22:35:18 GMT+0800 (中国标准时间),2674165,1546,0.0005781243864907364,2164695,0.8094844558955786
Thu Jan 23 2020 22:25:17 GMT+0800 (中国标准时间),2672619,1537,0.0005750913242777965,2163149,0.8093742505011002
Thu Jan 23 2020 22:15:17 GMT+0800 (中国标准时间),2671082,1449,0.0005424767940482546,2161612,0.8092645602044415
Thu Jan 23 2020 22:05:17 GMT+0800 (中国标准时间),2669633,1414,0.0005296608185469689,2160163,0.8091610344942545
Thu Jan 23 2020 21:55:16 GMT+0800 (中国标准时间),2668219,1398,0.0005239449985177378,2158749,0.8090599010051274
Thu Jan 23 2020 21:45:16 GMT+0800 (中国标准时间),2666821,1430,0.0005362189663273238,2157351,0.8089598064512017
Thu Jan 23 2020 21:35:16 GMT+0800 (中国标准时间),2665391,1449,0.000543635061422508,2155921,0.8088573121166838
Thu Jan 23 2020 21:25:15 GMT+0800 (中国标准时间),2663942,1455,0.0005461830625441545,2154472,0.808753343728955
Thu Jan 23 2020 21:15:15 GMT+0800 (中国标准时间),2662487,1352,0.0005077959066091214,2153017,0.8086488309614281
Thu Jan 23 2020 21:05:14 GMT+0800 (中国标准时间),2661135,1324,0.0004975320680837312,2151665,0.8085516142548198
Thu Jan 23 2020 20:55:14 GMT+0800 (中国标准时间),2659811,1360,0.0005113145257313396,2150341,0.8084563151291577
Thu Jan 23 2020 20:45:14 GMT+0800 (中国标准时间),2658451,1389,0.0005224847100811713,2148981,0.8083583259574842
Thu Jan 23 2020 20:35:13 GMT+0800 (中国标准时间),2657062,1473,0.0005543717083003708,2147592,0.8082581437693211
Thu Jan 23 2020 20:25:13 GMT+0800 (中国标准时间),2655589,1433,0.0005396166349536769,2146119,0.8081517885486045
Thu Jan 23 2020 20:15:13 GMT+0800 (中国标准时间),2654156,1451,0.0005466897951740591,2144686,0.8080482081686231
Thu Jan 23 2020 20:05:12 GMT+0800 (中国标准时间),2652705,1505,0.0005673454078007166,2143235,0.8079432126829029
Thu Jan 23 2020 19:55:12 GMT+0800 (中国标准时间),2651200,1550,0.0005846409173204586,2141730,0.8078341882920942
Thu Jan 23 2020 19:45:12 GMT+0800 (中国标准时间),2649650,1535,0.0005793217972185006,2140180,0.8077217745740003
Thu Jan 23 2020 19:35:11 GMT+0800 (中国标准时间),2648115,1543,0.0005826786223407972,2138645,0.8076103190382593
Thu Jan 23 2020 19:25:11 GMT+0800 (中国标准时间),2646572,1455,0.0005497677750690327,2137102,0.8074981523268591
Thu Jan 23 2020 19:15:11 GMT+0800 (中国标准时间),2645117,980,0.0003704940083935796,2135647,0.8073922627997173
Thu Jan 23 2020 19:05:10 GMT+0800 (中国标准时间),2644137,847,0.0003203313595324297,2134667,0.8073208763388584
Thu Jan 23 2020 18:55:10 GMT+0800 (中国标准时间),2643290,864,0.00032686538366959357,2133820,0.8072591353956622
Thu Jan 23 2020 18:45:10 GMT+0800 (中国标准时间),2642426,831,0.00031448373577916655,2132956,0.8071961144796487
Thu Jan 23 2020 18:35:09 GMT+0800 (中国标准时间),2641595,859,0.00032518232355830475,2132125,0.8071354617191507
Thu Jan 23 2020 18:25:09 GMT+0800 (中国标准时间),2640736,855,0.00032377337227197265,2131266,0.8070727251796469
Thu Jan 23 2020 18:15:09 GMT+0800 (中国标准时间),2639881,1124,0.0004257767679679501,2130411,0.8070102402343136
Thu Jan 23 2020 18:05:08 GMT+0800 (中国标准时间),2638757,1285,0.0004869717067543544,2129287,0.8069280346769331
Thu Jan 23 2020 17:55:08 GMT+0800 (中国标准时间),2637472,1550,0.0005876839640382912,2128002,0.8068339682847818
Thu Jan 23 2020 17:43:00 GMT+0800 (中国标准时间),2635922,1183,0.00044879931955497926,2126452,0.8067203809520919
Thu Jan 23 2020 17:33:00 GMT+0800 (中国标准时间),2634739,1252,0.00047518938308500387,2125269,0.8066335982425584
Thu Jan 23 2020 17:23:00 GMT+0800 (中国标准时间),2633487,1190,0.0004518723654227266,2124017,0.8065416688975492
Thu Jan 23 2020 17:12:59 GMT+0800 (中国标准时间),2632297,1169,0.000444098823195103,2122827,0.8064542109040127
Thu Jan 23 2020 17:02:59 GMT+0800 (中国标准时间),2631128,1218,0.00046291932585567865,2121658,0.806368219258052
Thu Jan 23 2020 16:52:59 GMT+0800 (中国标准时间),2629910,1152,0.0004380378035750273,2120440,0.806278541851242
Thu Jan 23 2020 16:42:58 GMT+0800 (中国标准时间),2628758,1147,0.0004363277258690226,2119288,0.806193647342205
Thu Jan 23 2020 16:32:58 GMT+0800 (中国标准时间),2627611,1143,0.00043499589551116965,2118141,0.8061090473437659
Thu Jan 23 2020 16:22:58 GMT+0800 (中国标准时间),2626468,1174,0.0004469881224519012,2116998,0.8060246688708943
Thu Jan 23 2020 16:12:56 GMT+0800 (中国标准时间),2625294,1113,0.00042395251731806036,2115824,0.8059379254285425
Thu Jan 23 2020 16:02:56 GMT+0800 (中国标准时间),2624181,1078,0.00041079483465507907,2114711,0.8058556174288283
Thu Jan 23 2020 15:52:55 GMT+0800 (中国标准时间),2623103,1124,0.00042850013895756286,2113633,0.8057758311434968
Thu Jan 23 2020 15:42:55 GMT+0800 (中国标准时间),2621979,1116,0.0004256326995753971,2112509,0.8056925703829054
Thu Jan 23 2020 15:32:54 GMT+0800 (中国标准时间),2620863,1061,0.00040482848588422975,2111393,0.805609831570746
Thu Jan 23 2020 15:22:54 GMT+0800 (中国标准时间),2619802,1134,0.00043285713958535795,2110332,0.8055311050224406
Thu Jan 23 2020 15:12:54 GMT+0800 (中国标准时间),2618668,1169,0.0004464101596689615,2109198,0.8054468913203201
Thu Jan 23 2020 15:02:53 GMT+0800 (中国标准时间),2617499,1110,0.0004240689299212722,2108029,0.8053600020477563
Thu Jan 23 2020 14:52:53 GMT+0800 (中国标准时间),2616389,1138,0.00043495061323067785,2106919,0.8052774262542765
Thu Jan 23 2020 14:42:53 GMT+0800 (中国标准时间),2615251,1174,0.0004489052867200892,2105781,0.8051926946973732
Thu Jan 23 2020 14:32:52 GMT+0800 (中国标准时间),2614077,1157,0.00044260364174429444,2104607,0.8051052053937202
Thu Jan 23 2020 14:22:52 GMT+0800 (中国标准时间),2612920,1219,0.00046652786920380263,2103450,0.8050189060514673
Thu Jan 23 2020 14:12:52 GMT+0800 (中国标准时间),2611701,1267,0.0004851244457156466,2102231,0.8049278994800706
Thu Jan 23 2020 14:02:52 GMT+0800 (中国标准时间),2610434,1530,0.0005861094362086917,2100964,0.8048332193037633
Thu Jan 23 2020 13:52:51 GMT+0800 (中国标准时间),2608904,1649,0.0006320661856473063,2099434,0.8047187631281182
Thu Jan 23 2020 13:42:51 GMT+0800 (中国标准时间),2607255,1635,0.000627096313939373,2097785,0.8045952543959068
Thu Jan 23 2020 13:32:50 GMT+0800 (中国标准时间),2605620,1667,0.000639770956624527,2096150,0.8044726399091195
Thu Jan 23 2020 13:22:50 GMT+0800 (中国标准时间),2603953,1610,0.0006182907295177755,2094483,0.8043474671009807
Thu Jan 23 2020 13:12:50 GMT+0800 (中国标准时间),2602343,1468,0.0005641070373889991,2092873,0.8042264221126885
Thu Jan 23 2020 13:02:49 GMT+0800 (中国标准时间),2600875,1534,0.0005898015091075119,2091405,0.804115922526073
Thu Jan 23 2020 12:52:49 GMT+0800 (中国标准时间),2599341,1493,0.0005743763515444877,2089871,0.8040003216199798
Thu Jan 23 2020 12:42:49 GMT+0800 (中国标准时间),2597848,1740,0.0006697851452432936,2088378,0.8038876793407467
Thu Jan 23 2020 12:30:41 GMT+0800 (中国标准时间),2596108,1465,0.0005643062615268702,2086638,0.8037562381842358
Thu Jan 23 2020 12:20:40 GMT+0800 (中国标准时间),2594643,1481,0.0005707914345056334,2085173,0.8036454340732039
Thu Jan 23 2020 12:10:40 GMT+0800 (中国标准时间),2593162,1416,0.0005460515000605438,2083692,0.8035332925594313
Thu Jan 23 2020 12:00:39 GMT+0800 (中国标准时间),2591746,1469,0.0005667993699999923,2082276,0.8034259530061973
Thu Jan 23 2020 11:50:39 GMT+0800 (中国标准时间),2590277,1415,0.000546273622473581,2080807,0.80331447177271
Thu Jan 23 2020 11:40:37 GMT+0800 (中国标准时间),2588862,1342,0.0005183744826877601,2079392,0.8032069689307503
Thu Jan 23 2020 11:30:36 GMT+0800 (中国标准时间),2587520,1435,0.0005545850853326738,2078050,0.8031049035369775
Thu Jan 23 2020 11:20:36 GMT+0800 (中国标准时间),2586085,1307,0.0005053971543858767,2076615,0.8029956478615359
Thu Jan 23 2020 11:10:36 GMT+0800 (中国标准时间),2584778,1224,0.00047354163491023215,2075308,0.8028960320770294
Thu Jan 23 2020 11:00:35 GMT+0800 (中国标准时间),2583554,1239,0.00047957193850022104,2074084,0.802802650921947
Thu Jan 23 2020 10:50:35 GMT+0800 (中国标准时间),2582315,1251,0.00048444903119874993,2072845,0.8027080352319528
Thu Jan 23 2020 10:40:34 GMT+0800 (中国标准时间),2581064,1214,0.0004703486624120905,2071594,0.8026124110056938
Thu Jan 23 2020 10:30:34 GMT+0800 (中国标准时间),2579850,1203,0.0004663061805918949,2070380,0.8025195263290501
Thu Jan 23 2020 10:20:34 GMT+0800 (中国标准时间),2578647,1154,0.00044752151031141524,2069177,0.8024273970031571
Thu Jan 23 2020 10:10:33 GMT+0800 (中国标准时间),2577493,1156,0.00044849782327245895,2068023,0.8023389394267996
Thu Jan 23 2020 10:00:33 GMT+0800 (中国标准时间),2576337,1122,0.0004355020325368925,2066867,0.8022502490939656
Thu Jan 23 2020 09:50:32 GMT+0800 (中国标准时间),2575215,1026,0.00039841333636220666,2065745,0.8021640911535541
Thu Jan 23 2020 09:40:32 GMT+0800 (中国标准时间),2574189,945,0.00036710591180367873,2064719,0.8020852392734178
Thu Jan 23 2020 09:30:32 GMT+0800 (中国标准时间),2573244,900,0.00034975307432952334,2063774,0.8020125569125974
Thu Jan 23 2020 09:20:31 GMT+0800 (中国标准时间),2572344,862,0.00033510292558071547,2062874,0.8019432859679732
Thu Jan 23 2020 09:10:31 GMT+0800 (中国标准时间),2571482,853,0.0003317153299148118,2062012,0.8018768943356399
Thu Jan 23 2020 09:00:31 GMT+0800 (中国标准时间),2570629,862,0.0003353264901314036,2061159,0.801811152056559
Thu Jan 23 2020 08:50:30 GMT+0800 (中国标准时间),2569767,877,0.0003412760767805019,2060297,0.8017446717932015
Thu Jan 23 2020 08:40:30 GMT+0800 (中国标准时间),2568890,730,0.00028416942726235844,2059420,0.8016769888940359
Thu Jan 23 2020 08:30:30 GMT+0800 (中国标准时间),2568160,473,0.00018417855585321788,2058690,0.8016206155379727
Thu Jan 23 2020 08:20:29 GMT+0800 (中国标准时间),2567687,511,0.00019901179544079943,2058217,0.8015840715788178
Thu Jan 23 2020 08:10:29 GMT+0800 (中国标准时间),2567176,640,0.00024930117763643784,2057706,0.8015445766086937
Thu Jan 23 2020 08:00:29 GMT+0800 (中国标准时间),2566536,302,0.00011766832804994748,2057066,0.8014950891006399
Thu Jan 23 2020 07:50:28 GMT+0800 (中国标准时间),2566234,303,0.0001180718515926451,2056764,0.8014717286108749
Thu Jan 23 2020 07:40:28 GMT+0800 (中国标准时间),2565931,220,0.00008573886047598318,2056461,0.8014482852422766
Thu Jan 23 2020 07:30:28 GMT+0800 (中国标准时间),2565711,203,0.00007912036858399095,2056241,0.8014312601847987
Thu Jan 23 2020 07:20:28 GMT+0800 (中国标准时间),2565508,184,0.00007172068845624336,2056038,0.8014155481097701
Thu Jan 23 2020 07:10:27 GMT+0800 (中国标准时间),2565324,145,0.00005652307466815108,2055854,0.8014013044746005
Thu Jan 23 2020 07:00:27 GMT+0800 (中国标准时间),2565179,138,0.00005379741530707993,2055709,0.8013900784311738
Thu Jan 23 2020 06:50:27 GMT+0800 (中国标准时间),2565041,120,0.00004678287793450475,2055571,0.8013793931558989
Thu Jan 23 2020 06:40:26 GMT+0800 (中国标准时间),2564921,124,0.00004834456889705375,2055451,0.8013701006775648
Thu Jan 23 2020 06:30:26 GMT+0800 (中国标准时间),2564797,120,0.00004678732858779857,2055327,0.8013604975364522
Thu Jan 23 2020 06:20:26 GMT+0800 (中国标准时间),2564677,128,0.00004990881892729572,2055207,0.8013512032899269
Thu Jan 23 2020 06:10:25 GMT+0800 (中国标准时间),2564549,87,0.00003392409347608488,2055079,0.8013412884682648
Thu Jan 23 2020 06:00:24 GMT+0800 (中国标准时间),2564462,111,0.00004328393245834799,2054992,0.801334548922932
Thu Jan 23 2020 05:50:24 GMT+0800 (中国标准时间),2564351,119,0.000046405503770739656,2054881,0.8013259495287501
Thu Jan 23 2020 05:40:24 GMT+0800 (中国标准时间),2564232,172,0.00006707661397252666,2054762,0.8013167295314932
Thu Jan 23 2020 05:30:23 GMT+0800 (中国标准时间),2564060,134,0.000052260867530401,2054590,0.8013034016364672
Thu Jan 23 2020 05:20:23 GMT+0800 (中国标准时间),2563926,178,0.00006942478059039146,2054456,0.8012930170371532
Thu Jan 23 2020 05:10:23 GMT+0800 (中国标准时间),2563748,162,0.0000631887377386545,2054278,0.8012792208906647
Thu Jan 23 2020 05:00:22 GMT+0800 (中国标准时间),2563586,169,0.00006592328090417095,2054116,0.8012666631819646
Thu Jan 23 2020 04:50:22 GMT+0800 (中国标准时间),2563417,220,0.00008582294648120068,2053947,0.8012535611646486
Thu Jan 23 2020 04:40:22 GMT+0800 (中国标准时间),2563197,200,0.00007802755699230298,2053727,0.801236502695657
Thu Jan 23 2020 04:30:21 GMT+0800 (中国标准时间),2562997,184,0.00007179095410568175,2053527,0.801220992455317
Thu Jan 23 2020 04:20:21 GMT+0800 (中国标准时间),2562813,222,0.0000866235655898421,2053343,0.8012067208961403
Thu Jan 23 2020 04:10:21 GMT+0800 (中国标准时间),2562591,239,0.00009326498063873635,2053121,0.8011894992216861
Thu Jan 23 2020 04:00:20 GMT+0800 (中国标准时间),2562352,269,0.00010498167308785054,2052882,0.8011709554346944
Thu Jan 23 2020 03:50:20 GMT+0800 (中国标准时间),2562083,293,0.00011436007342463144,2052613,0.8011500798373823
Thu Jan 23 2020 03:40:20 GMT+0800 (中国标准时间),2561790,295,0.00011515385726386629,2052320,0.8011273367450104
Thu Jan 23 2020 03:30:19 GMT+0800 (中国标准时间),2561495,351,0.0001370293519995159,2052025,0.8011044331532953
Thu Jan 23 2020 03:20:19 GMT+0800 (中国标准时间),2561144,382,0.0001491520976563598,2051674,0.8010771748874722
Thu Jan 23 2020 03:10:19 GMT+0800 (中国标准时间),2560762,436,0.00017026182050499031,2051292,0.8010475007048683
Thu Jan 23 2020 03:00:19 GMT+0800 (中国标准时间),2560326,493,0.00019255360450192672,2050856,0.8010136209217108
Thu Jan 23 2020 02:50:18 GMT+0800 (中国标准时间),2559833,523,0.00020431020304840199,2050363,0.8009752979979553
Thu Jan 23 2020 02:40:18 GMT+0800 (中国标准时间),2559310,571,0.00022310700931110338,2049840,0.8009346269111597
Thu Jan 23 2020 02:30:18 GMT+0800 (中国标准时间),2558739,588,0.000229800694795366,2049269,0.8008902041200764
Thu Jan 23 2020 02:20:17 GMT+0800 (中国标准时间),2558151,703,0.0002748078592702307,2048681,0.8008444380335641
Thu Jan 23 2020 02:10:17 GMT+0800 (中国标准时间),2557448,679,0.00026549904435984624,2047978,0.8007896934756835
Thu Jan 23 2020 02:00:17 GMT+0800 (中国标准时间),2556769,769,0.00030077022992691167,2047299,0.8007367892836623
Thu Jan 23 2020 01:50:16 GMT+0800 (中国标准时间),2556000,820,0.0003208137715179969,2046530,0.8006768388106417
Thu Jan 23 2020 01:40:16 GMT+0800 (中国标准时间),2555180,1008,0.0003944927558919528,2045710,0.8006128726743321
Thu Jan 23 2020 01:30:15 GMT+0800 (中国标准时间),2554172,1106,0.0004330170403559353,2044702,0.8005341848552094
Thu Jan 23 2020 01:20:15 GMT+0800 (中国标准时间),2553066,1259,0.0004931325707991882,2043596,0.8004477753414914
Thu Jan 23 2020 01:10:15 GMT+0800 (中国标准时间),2551807,1352,0.0005298206329867423,2042337,0.8003493210889382
Thu Jan 23 2020 01:00:14 GMT+0800 (中国标准时间),2550455,1457,0.0005712706164194232,2040985,0.8002434859662295
Thu Jan 23 2020 00:50:14 GMT+0800 (中国标准时间),2548998,1530,0.0006002358573839603,2039528,0.8001293057114992
Thu Jan 23 2020 00:40:14 GMT+0800 (中国标准时间),2547468,1609,0.0006316075412919809,2037998,0.8000092641006677
Thu Jan 23 2020 00:30:13 GMT+0800 (中国标准时间),2545859,1692,0.0006646086841415805,2036389,0.7998828686113411
Thu Jan 23 2020 00:20:13 GMT+0800 (中国标准时间),2544167,1771,0.0006961021033603534,2034697,0.7997497805765109
Thu Jan 23 2020 00:10:13 GMT+0800 (中国标准时间),2542396,1688,0.0006639406292332116,2032926,0.7996102888771065
Thu Jan 23 2020 00:00:12 GMT+0800 (中国标准时间),2540708,1851,0.000728537084938529,2031238,0.7994771536123002
Wed Jan 22 2020 23:50:12 GMT+0800 (中国标准时间),2538857,1972,0.0007767274801219604,2029387,0.799330958773968
Wed Jan 22 2020 23:40:12 GMT+0800 (中国标准时间),2536885,1801,0.0007099257554047582,2027415,0.7991749724563786
Wed Jan 22 2020 23:30:11 GMT+0800 (中国标准时间),2535084,1746,0.0006887345744756387,2025614,0.7990323003103644
Wed Jan 22 2020 23:20:11 GMT+0800 (中国标准时间),2533338,1997,0.000788288021574697,2023868,0.7988937915114367
Wed Jan 22 2020 23:10:10 GMT+0800 (中国标准时间),2531341,1994,0.0007877247672281214,2021871,0.7987351368306365
Wed Jan 22 2020 23:00:10 GMT+0800 (中国标准时间),2529347,2020,0.0007986250996798778,2019877,0.7985764705277686
Wed Jan 22 2020 22:50:10 GMT+0800 (中国标准时间),2527327,2086,0.0008253779586100255,2017857,0.7984154800704459
Wed Jan 22 2020 22:40:09 GMT+0800 (中国标准时间),2525241,1905,0.0007543834430060338,2015771,0.7982489592082498
Wed Jan 22 2020 22:30:09 GMT+0800 (中国标准时间),2523336,1776,0.0007038301676827818,2013866,0.7980966466614038
Wed Jan 22 2020 22:20:09 GMT+0800 (中国标准时间),2521560,1789,0.0007094814321293168,2012090,0.797954440901664
Wed Jan 22 2020 22:10:08 GMT+0800 (中国标准时间),2519771,1881,0.0007464964078084873,2010301,0.7978109915543913
Wed Jan 22 2020 22:00:08 GMT+0800 (中国标准时间),2517890,1609,0.0006390271219155722,2008420,0.7976599454304993
Wed Jan 22 2020 21:50:07 GMT+0800 (中国标准时间),2516281,1698,0.0006748053973304253,2006811,0.797530561968238
Wed Jan 22 2020 21:40:07 GMT+0800 (中国标准时间),2514583,1665,0.0006621376188417721,2005113,0.7973938422394489
Wed Jan 22 2020 21:30:07 GMT+0800 (中国标准时间),2512918,1128,0.00044888054445071425,2003448,0.7972596001938782
Wed Jan 22 2020 21:20:06 GMT+0800 (中国标准时间),2511790,1375,0.0005474183749437652,2002320,0.7971685531035636
Wed Jan 22 2020 21:10:06 GMT+0800 (中国标准时间),2510415,1758,0.0007002826225942722,2000945,0.7970574586273584
Wed Jan 22 2020 21:00:06 GMT+0800 (中国标准时间),2508657,1552,0.000618657712074628,1999187,0.7969152419003475
Wed Jan 22 2020 20:50:05 GMT+0800 (中国标准时间),2507105,1540,0.0006142542893097816,1997635,0.7967895241723023
Wed Jan 22 2020 20:40:05 GMT+0800 (中国标准时间),2505565,1835,0.0007323697449477464,1996095,0.7966646245457611
Wed Jan 22 2020 20:30:05 GMT+0800 (中国标准时间),2503730,1586,0.0006334548853111158,1994260,0.7965155987266997
Wed Jan 22 2020 20:20:04 GMT+0800 (中国标准时间),2502144,1534,0.0006130742275424596,1992674,0.7963866188356865
Wed Jan 22 2020 20:10:04 GMT+0800 (中国标准时间),2500610,1673,0.0006690367550317723,1991140,0.7962617121422373
Wed Jan 22 2020 20:00:04 GMT+0800 (中国标准时间),2498937,1674,0.0006698848350318555,1989467,0.7961253124828677
Wed Jan 22 2020 19:50:03 GMT+0800 (中国标准时间),2497263,1567,0.0006274869727377533,1987793,0.7959886483722379
Wed Jan 22 2020 19:40:03 GMT+0800 (中国标准时间),2495696,1614,0.0006467133817580346,1986226,0.7958605535289555
Wed Jan 22 2020 19:30:03 GMT+0800 (中国标准时间),2494082,1706,0.000684019210274562,1984612,0.7957284483830123
Wed Jan 22 2020 19:20:02 GMT+0800 (中国标准时间),2492376,1702,0.0006828825185285045,1982906,0.7955886270771344
Wed Jan 22 2020 19:10:02 GMT+0800 (中国标准时间),2490674,1454,0.0005837777244231883,1981204,0.7954489427359823
Wed Jan 22 2020 19:00:01 GMT+0800 (中国标准时间),2489220,1673,0.0006720980869509324,1979750,0.7953294606342549
Wed Jan 22 2020 18:50:00 GMT+0800 (中国标准时间),2487547,1734,0.0006970722563231971,1978077,0.7951918094411885
Wed Jan 22 2020 18:40:00 GMT+0800 (中国标准时间),2485813,1797,0.0007229023261202673,1976343,0.7950489437459697
Wed Jan 22 2020 18:29:59 GMT+0800 (中国标准时间),2484016,1800,0.000724633013635983,1974546,0.7949006769682643
Wed Jan 22 2020 18:19:59 GMT+0800 (中国标准时间),2482216,1820,0.0007332158039429285,1972746,0.7947519474534045
Wed Jan 22 2020 18:09:58 GMT+0800 (中国标准时间),2480396,1849,0.000745445485317667,1970926,0.7946013459141201
Wed Jan 22 2020 17:59:58 GMT+0800 (中国标准时间),2478547,1809,0.0007298631012443985,1969077,0.7944481181918277
Wed Jan 22 2020 17:49:58 GMT+0800 (中国标准时间),2476738,1489,0.0006011939898366319,1967268,0.7942979838804104
Wed Jan 22 2020 17:39:57 GMT+0800 (中国标准时间),2475249,1485,0.0005999396424359731,1965779,0.7941742426721514
Wed Jan 22 2020 17:29:57 GMT+0800 (中国标准时间),2473764,1577,0.0006374900758520215,1964294,0.7940506855140588
Wed Jan 22 2020 17:19:57 GMT+0800 (中国标准时间),2472187,1494,0.0006043232166498732,1962717,0.7939193111200731
Wed Jan 22 2020 17:09:57 GMT+0800 (中国标准时间),2470693,1328,0.0005375010169211634,1961223,0.7937946964677521
Wed Jan 22 2020 16:59:56 GMT+0800 (中国标准时间),2469365,1326,0.0005369801548171291,1959895,0.7936838013011442
Wed Jan 22 2020 16:49:55 GMT+0800 (中国标准时间),2468039,1671,0.0006770557515501174,1958569,0.7935729540740645
